3106347	Bar delle Acque, Autodromo Dino e Enzo Ferrari, Cà Nova, Imola, BO, EMR, 40026, Italia	44.340116	11.7072918	0.101
38875112	Bar Centrale, 28, Via Giuseppe Mazzini, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3527385	11.7137263	0.101
23325747	Bar Mirella, Via Francesco D'Agostino, Cà Rossetta, Imola, BO, EMR, 40026, Italia	44.3502315	11.6987727	0.101
47315404	Bar Il maglio, Via Selice, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3707466	11.731097	0.101
4182299	Bar Vortice, Via Tommaso Campanella, Cà Nova, Imola, BO, EMR, 40026, Italia	44.351238	11.7274552	0.101
6849346	Bar 2 Colonne, 3, Via Appia, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3535059	11.714298	0.101
25558570	Nuovo Bar FIAT, Viale Domenico Rivalta, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3517633	11.7130043	0.101
2596388177	Bar Bacchilega, 167, Via Emilia, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3532637	11.714316	0.101
48573867	Bar Pambera, 47, Viale Pambera, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3636893	11.7061718	0.101
2596388174	Bar tabacchi Cenni, 1, Via Nino Bixio, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3530964	11.710832	0.101
49922752	Bar Moderno Bar Willy, 82/B, Via Selice, Cà Nova, Imola, BO, EMR, 40026, Italia	44.3563663	11.7196164	0.101
753420	La perla, 15, Via Malsicura, Cà Nova, Imola, BO, EMR, 40026, Italia	44.3429264	11.7175922	0.001
21656352	Sport area cafe, Via Genevilliers, Zolino, Imola, BO, EMR, 40026, Italia	44.3601002	11.6918239	0.001
2596388178	Pampero, 9, Piazza del Duomo, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3531423	11.7114166	0.001
25215360	Elio's Cafè, 1, Piazza Alessandro Bianconcini, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3523898	11.7103768	0.001
47267561	Mani in malto Beershop, 6, Via Felice Orsini, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3541438	11.7128525	0.001
66246301	River Side, Via Luigi Pirandello, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3457678	11.7106061251631	0.001
735068	Da Renzo, 2, Viale Romeo Galli, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3440987	11.7117952	0.001
762124	Chelsea House, 99a, Viale Domenico Rivalta, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3523493	11.7111132	0.001
25653697	L'altro caffé, 5, Via del Tiro a Segno, Castellaccio, Imola, BO, EMR, 40026, Italia	44.349755	11.7092818	0.001
24117453	La Stalla, 20/b, Via Serraglio, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3647807	11.7221938	0.001
49788118	Sunrise Caffe, 8, Via della Milana, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3608366	11.7027512	0.001
93726692	Cafè della Rocca, Piazzale giovanni dalle Bande Nere, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3534531	11.70669285	0.001
74865686	Circolo Ricreativo Pontesanto, Viale Maria Zanotti, Pontesanto, Imola, BO, EMR, 40026, Italia	44.36760765	11.69861325	0.001
50717701	Il café di Zolino, 1, Via Luigi Tinti, Zolino, Imola, BO, EMR, 40026, Italia	44.366345	11.6947886	0.001
37071527	Caffè Bologna, 206, Via Emilia, Cà Nova, Imola, BO, EMR, 40026, Italia	44.3531874	11.714958	0.001
38910695	Opera Dulcis, 18, Piazza Giacomo Matteotti, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3528077	11.7141854	0.001
75688768	Centro Sociale Campanella, 16, Via Eugenio Curiel, Cà Nova, Imola, BO, EMR, 40026, Italia	44.3529492	11.7258056973196	0.001
48888851	Malika Café, 211, Via Selice, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3615677	11.7244023	0.001
45838499	Via Laguna, Cà del Forno, Imola, BO, EMR, 40026, Italia	44.369957	11.744883	0.001
6865529	Caffetteria 900, Piazza Medaglie d'Oro, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3555175	11.7162154	0.001
25891115	Ai giardini, 16/A, Via Felice Orsini, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3550982	11.7135913	0.001
24311996	Ca' del pozzo 2, 70, Via Giuseppe di Vittorio, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3669297	11.7087645	0.001
34243425	Al Bricco, 48, Via Emilia, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3550939	11.710046	0.001
3296130	Bar delle Acque, Autodromo Dino e Enzo Ferrari, Cà Nova, Imola, BO, EMR, 40026, Italia	44.340116	11.7072918	0.101
38513704	Bar Centrale, 28, Via Giuseppe Mazzini, Castellaccio, Imola, BO, EMR, 40026, Italia	44.3527385	11.7137263	0.101
50197347	Bar Il maglio, Via Selice, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3707466	11.731097	0.101
47995853	Bar Pambera, 47, Viale Pambera, Pontesanto, Imola, BO, EMR, 40026, Italia	44.3636893	11.7061718	0.101
200531911	Bar Maxim, 45, Via Rossini, Gentilina, Imola, BO, EMR, 40026, Italia	44.3449292	11.6873231	0.101
4143375	Bar Vortice, Via Tommaso Campanella, Cà Nova, Imola, BO, EMR, 40026, Italia	44.351238	11.7274552	0.101
